,ID,Platform,Project Name,Project ID,Version Number,Version ID,Dependency Name,Dependency Platform,Dependency Kind,Optional Dependency,Dependency Requirements,Dependency Project ID
0,8737,Dub,a4g,197,0.1.0,2,a4g:client,Dub,runtime,False,*,
1,8738,Dub,a4g,197,0.1.0,2,a4g:server,Dub,runtime,False,*,
2,8743,Dub,ae,199,1.0.0,6,openssl,Dub,runtime,False,>=1.1.3+1.0.1g,493.0
3,8744,Dub,ae,199,1.0.1,7,openssl,Dub,runtime,True,>=1.1.3+1.0.1g,493.0
4,8752,Dub,anchovy,203,0.2.4,21,anchovy:core,Dub,runtime,False,~master,
5,8753,Dub,anchovy,203,0.2.4,21,anchovy:graphics,Dub,runtime,False,~master,
6,8754,Dub,anchovy,203,0.2.4,21,anchovy:gui,Dub,runtime,False,~master,
7,8755,Dub,anchovy,203,0.2.4,21,anchovy:utils,Dub,runtime,False,~master,
8,8756,Dub,anchovy,203,0.3.0,22,anchovy:core,Dub,runtime,False,~master,
9,8757,Dub,anchovy,203,0.3.0,22,anchovy:graphics,Dub,runtime,False,~master,
10,8758,Dub,anchovy,203,0.3.0,22,anchovy:gui,Dub,runtime,False,~master,
11,8759,Dub,anchovy,203,0.3.0,22,anchovy:utils,Dub,runtime,False,~master,
12,8760,Dub,anchovy,203,0.4.0,23,anchovy:core,Dub,runtime,False,~master,
13,8761,Dub,anchovy,203,0.4.0,23,anchovy:graphics,Dub,runtime,False,~master,
14,8762,Dub,anchovy,203,0.4.0,23,anchovy:gui,Dub,runtime,False,~master,
15,8763,Dub,anchovy,203,0.4.0,23,anchovy:utils,Dub,runtime,False,~master,
16,8764,Dub,anchovy,203,0.5.0,24,anchovy:core,Dub,runtime,False,~master,
17,8765,Dub,anchovy,203,0.5.0,24,anchovy:graphics,Dub,runtime,False,~master,
18,8766,Dub,anchovy,203,0.5.0,24,anchovy:gui,Dub,runtime,False,~master,
19,8767,Dub,anchovy,203,0.5.0,24,anchovy:utils,Dub,runtime,False,~master,
20,8768,Dub,anchovy,203,0.6.0,25,anchovy:core,Dub,runtime,False,~master,
21,8769,Dub,anchovy,203,0.6.0,25,anchovy:graphics,Dub,runtime,False,~master,
22,8770,Dub,anchovy,203,0.6.0,25,anchovy:gui,Dub,runtime,False,~master,
23,8771,Dub,anchovy,203,0.6.0,25,anchovy:utils,Dub,runtime,False,~master,
24,8772,Dub,anchovy,203,0.6.1,26,derelict-ft,Dub,runtime,False,~master,288.0
25,8773,Dub,anchovy,203,0.6.1,26,dlib,Dub,runtime,False,==0.3.1,346.0
26,8774,Dub,anchovy,203,0.6.1,26,derelict-fi,Dub,runtime,False,~master,287.0
27,8775,Dub,anchovy,203,0.6.1,26,derelict-glfw3,Dub,runtime,False,==1.0.0,290.0
28,8776,Dub,anchovy,203,0.6.1,26,derelict-sdl2,Dub,runtime,False,==1.2.0,297.0
29,8777,Dub,anchovy,203,0.6.1,26,sdlang-d,Dub,runtime,False,0.8.4,523.0
30,8778,Dub,anchovy,203,0.6.1,26,derelict-gl3,Dub,runtime,False,==1.0.0,289.0
31,8779,Dub,anchovy,203,0.6.2,27,derelict-ft,Dub,runtime,False,~master,288.0
32,8780,Dub,anchovy,203,0.6.2,27,dlib,Dub,runtime,False,==0.3.1,346.0
33,8781,Dub,anchovy,203,0.6.2,27,derelict-fi,Dub,runtime,False,~master,287.0
34,8782,Dub,anchovy,203,0.6.2,27,derelict-glfw3,Dub,runtime,False,==1.0.0,290.0
35,8785,Dub,anchovy,203,0.6.2,27,derelict-gl3,Dub,runtime,False,==1.0.0,289.0
36,8784,Dub,anchovy,203,0.6.2,27,sdlang-d,Dub,runtime,False,0.8.4,523.0
37,8783,Dub,anchovy,203,0.6.2,27,derelict-sdl2,Dub,runtime,False,==1.2.0,297.0
38,8786,Dub,anchovy,203,0.7.0,28,derelict-ft,Dub,runtime,False,>=1.0.0,288.0
39,8787,Dub,anchovy,203,0.7.0,28,dlib,Dub,runtime,False,>=0.3.3,346.0
40,8788,Dub,anchovy,203,0.7.0,28,derelict-fi,Dub,runtime,False,>=1.0.0,287.0
41,8789,Dub,anchovy,203,0.7.0,28,derelict-glfw3,Dub,runtime,False,>=1.0.0,290.0
42,8791,Dub,anchovy,203,0.7.0,28,sdlang-d,Dub,runtime,False,>=0.8.4,523.0
43,8792,Dub,anchovy,203,0.7.0,28,derelict-gl3,Dub,runtime,False,>=1.0.0,289.0
44,8790,Dub,anchovy,203,0.7.0,28,derelict-sdl2,Dub,runtime,False,>=1.2.0,297.0
45,8794,Dub,anchovy,203,0.7.1,29,dlib,Dub,runtime,False,>=0.3.3,346.0
46,8793,Dub,anchovy,203,0.7.1,29,derelict-ft,Dub,runtime,False,>=1.0.0,288.0
47,8795,Dub,anchovy,203,0.7.1,29,derelict-fi,Dub,runtime,False,>=1.0.0,287.0
48,8796,Dub,anchovy,203,0.7.1,29,derelict-glfw3,Dub,runtime,False,>=1.0.0,290.0
49,8797,Dub,anchovy,203,0.7.1,29,derelict-sdl2,Dub,runtime,False,>=1.2.0,297.0
50,8798,Dub,anchovy,203,0.7.1,29,sdlang-d,Dub,runtime,False,>=0.8.4,523.0
51,8799,Dub,anchovy,203,0.7.1,29,derelict-gl3,Dub,runtime,False,>=1.0.0,289.0
52,8546823,Dub,anchovy,203,0.8.0,3350458,derelict-ft,Dub,runtime,False,>=1.0.2,288.0
53,8546824,Dub,anchovy,203,0.8.0,3350458,dlib,Dub,runtime,False,>=0.6.1,346.0
54,8546825,Dub,anchovy,203,0.8.0,3350458,derelict-fi,Dub,runtime,False,==2.0.1,287.0
55,8546826,Dub,anchovy,203,0.8.0,3350458,derelict-glfw3,Dub,runtime,False,>=1.1.0,290.0
56,8546827,Dub,anchovy,203,0.8.0,3350458,sdlang-d,Dub,runtime,False,>=0.9.1,523.0
57,8546828,Dub,anchovy,203,0.8.0,3350458,derelict-gl3,Dub,runtime,False,>=1.0.14,289.0
58,9760155,Dub,anchovy,203,0.8.1,3779698,derelict-ft,Dub,runtime,False,>=1.0.2,288.0
59,9760156,Dub,anchovy,203,0.8.1,3779698,dlib,Dub,runtime,False,>=0.6.1,346.0
60,9760157,Dub,anchovy,203,0.8.1,3779698,derelict-fi,Dub,runtime,False,2.0.1,287.0
61,9760158,Dub,anchovy,203,0.8.1,3779698,derelict-glfw3,Dub,runtime,False,>=1.1.0,290.0
62,9760159,Dub,anchovy,203,0.8.1,3779698,sdlang-d,Dub,runtime,False,>=0.9.1,523.0
63,9760160,Dub,anchovy,203,0.8.1,3779698,derelict-gl3,Dub,runtime,False,>=1.0.14,289.0
64,11998980,Dub,anchovy,203,0.8.2,4303735,derelict-ft,Dub,runtime,False,>=1.0.2,288.0
65,11998981,Dub,anchovy,203,0.8.2,4303735,dlib,Dub,runtime,False,>=0.6.1,346.0
66,11998982,Dub,anchovy,203,0.8.2,4303735,derelict-fi,Dub,runtime,False,2.0.1,287.0
67,11998983,Dub,anchovy,203,0.8.2,4303735,derelict-glfw3,Dub,runtime,False,>=1.1.0,290.0
68,11998984,Dub,anchovy,203,0.8.2,4303735,sdlang-d,Dub,runtime,False,>=0.9.1,523.0
69,11998985,Dub,anchovy,203,0.8.2,4303735,derelict-gl3,Dub,runtime,False,>=1.0.14,289.0
70,13295773,Dub,anchovy,203,0.8.3,4520756,derelict-ft,Dub,runtime,False,1.0.2,288.0
71,13295774,Dub,anchovy,203,0.8.3,4520756,dlib,Dub,runtime,False,0.7.1,346.0
72,13295775,Dub,anchovy,203,0.8.3,4520756,derelict-fi,Dub,runtime,False,2.0.2,287.0
73,13295776,Dub,anchovy,203,0.8.3,4520756,derelict-glfw3,Dub,runtime,False,1.1.0,290.0
74,13295777,Dub,anchovy,203,0.8.3,4520756,sdlang-d,Dub,runtime,False,0.9.3,523.0
75,13295778,Dub,anchovy,203,0.8.3,4520756,derelict-gl3,Dub,runtime,False,1.0.17,289.0
76,8801,Dub,antispam,205,0.0.1,34,vibe-d,Dub,runtime,False,~master,579.0
77,8802,Dub,antispam,205,0.0.2,35,vibe-d,Dub,runtime,False,~master,579.0
78,8803,Dub,antispam,205,0.0.3,36,vibe-d,Dub,runtime,False,~>0.7.17,579.0
79,8804,Dub,antispam,205,0.0.4,37,vibe-d,Dub,runtime,False,~>0.7.17,579.0
80,8805,Dub,antispam,205,0.0.5,38,vibe-d,Dub,runtime,False,~>0.7.21-alpha.1,579.0
81,22059426,Dub,antispam,205,0.0.6,6195566,vibe-d,Dub,runtime,False,~>0.7.21,579.0
82,38409380,Dub,antispam,205,0.0.7,8141718,vibe-d,Dub,runtime,False,>=0.7.28 <0.9.0,579.0
83,38409382,Dub,antispam,205,0.0.8,8141719,vibe-d,Dub,runtime,False,>=0.7.28 <0.9.0,579.0
84,40938062,Dub,antispam,205,0.0.9,8417832,vibe-d,Dub,runtime,False,>=0.7.28 <0.9.0,579.0
85,41988031,Dub,antispam,205,0.1.0,8514154,vibe-d:http,Dub,runtime,False,>=0.7.30 <0.9.0,
86,42182087,Dub,antispam,205,0.1.1,8541707,vibe-d:http,Dub,runtime,False,>=0.7.30 <0.9.0,
87,42182088,Dub,antispam,205,0.1.2,8541712,vibe-d:http,Dub,runtime,False,>=0.7.30 <0.9.0,
88,57813175,Dub,antispam,205,0.1.3,10262926,vibe-d:http,Dub,runtime,False,>=0.7.30 <0.9.0,
89,73162806,Dub,antispam,205,0.1.4,12347453,vibe-d:http,Dub,runtime,False,>=0.7.30 <0.9.0,
90,8871,Dub,atmosphere_gm,210,0.0.0,48,simple_matrix,Dub,runtime,False,>=0.3.0,529.0
91,8872,Dub,atmosphere_gm,210,0.0.0,48,cblas,Dub,runtime,False,>=0.0.4,227.0
92,8873,Dub,atmosphere_gm,210,0.0.1,49,simple_matrix,Dub,runtime,False,>=0.3.0,529.0
93,8874,Dub,atmosphere_gm,210,0.0.1,49,cblas,Dub,runtime,False,>=0.0.4,227.0
94,8855,Dub,atmosphere_gm,210,0.0.10,21905,simple_matrix,Dub,runtime,False,~>0.3.1,529.0
95,8856,Dub,atmosphere_gm,210,0.0.10,21905,bessel,Dub,runtime,False,~>3.1.3,217.0
96,8857,Dub,atmosphere_gm,210,0.0.10,21905,cblas,Dub,runtime,False,~>0.0.4,227.0
97,8858,Dub,atmosphere_gm,210,0.0.10,21905,scid,Dub,runtime,False,~>0.1.0+commit.11.gcb46c5a8c09b8c470821fc8d831db9d4a8d7b457,519.0
98,8847,Dub,atmosphere_gm,210,0.0.11,1269854,simple_matrix,Dub,runtime,False,~>0.3.1,529.0
99,8848,Dub,atmosphere_gm,210,0.0.11,1269854,bessel,Dub,runtime,False,~>3.1.3,217.0
100,8849,Dub,atmosphere_gm,210,0.0.11,1269854,cblas,Dub,runtime,False,~>0.0.4,227.0
101,8850,Dub,atmosphere_gm,210,0.0.11,1269854,scid,Dub,runtime,False,~>0.1.0+commit.11.gcb46c5a8c09b8c470821fc8d831db9d4a8d7b457,519.0
102,8835,Dub,atmosphere_gm,210,0.0.12,1687604,simple_matrix,Dub,runtime,False,~>0.3.1,529.0
103,8836,Dub,atmosphere_gm,210,0.0.12,1687604,bessel,Dub,runtime,False,~>3.1.3,217.0
104,8837,Dub,atmosphere_gm,210,0.0.12,1687604,cblas,Dub,runtime,False,~>0.0.4,227.0
105,8838,Dub,atmosphere_gm,210,0.0.12,1687604,scid,Dub,runtime,False,~>0.1.0+commit.11.gcb46c5a8c09b8c470821fc8d831db9d4a8d7b457,519.0
106,8811,Dub,atmosphere_gm,210,0.0.13,1699151,simple_matrix,Dub,runtime,False,~>0.3.1,529.0
107,8812,Dub,atmosphere_gm,210,0.0.13,1699151,bessel,Dub,runtime,False,~>3.1.3,217.0
108,8813,Dub,atmosphere_gm,210,0.0.13,1699151,cblas,Dub,runtime,False,~>0.0.4,227.0
109,8814,Dub,atmosphere_gm,210,0.0.13,1699151,scid,Dub,runtime,False,~>0.1.0+commit.11.gcb46c5a8c09b8c470821fc8d831db9d4a8d7b457,519.0
110,8875,Dub,atmosphere_gm,210,0.0.2,50,simple_matrix,Dub,runtime,False,>=0.3.0,529.0
111,8876,Dub,atmosphere_gm,210,0.0.2,50,cblas,Dub,runtime,False,>=0.0.4,227.0
112,8877,Dub,atmosphere_gm,210,0.0.3,51,simple_matrix,Dub,runtime,False,>=0.3.1,529.0
113,8878,Dub,atmosphere_gm,210,0.0.3,51,cblas,Dub,runtime,False,>=0.0.4,227.0
114,8879,Dub,atmosphere_gm,210,0.0.4,52,simple_matrix,Dub,runtime,False,>=0.3.1,529.0
115,8880,Dub,atmosphere_gm,210,0.0.4,52,cblas,Dub,runtime,False,>=0.0.4,227.0
116,8881,Dub,atmosphere_gm,210,0.0.5,53,simple_matrix,Dub,runtime,False,~>0.3.1,529.0
117,8882,Dub,atmosphere_gm,210,0.0.5,53,bessel,Dub,runtime,False,~>3.1.3,217.0
118,8883,Dub,atmosphere_gm,210,0.0.5,53,cblas,Dub,runtime,False,~>0.0.4,227.0
119,8884,Dub,atmosphere_gm,210,0.0.5,53,scid,Dub,runtime,False,~>0.1.0,519.0
120,8885,Dub,atmosphere_gm,210,0.0.7,54,simple_matrix,Dub,runtime,False,~>0.3.1,529.0
121,8886,Dub,atmosphere_gm,210,0.0.7,54,bessel,Dub,runtime,False,~>3.1.3,217.0
122,8887,Dub,atmosphere_gm,210,0.0.7,54,cblas,Dub,runtime,False,~>0.0.4,227.0
123,8888,Dub,atmosphere_gm,210,0.0.7,54,scid,Dub,runtime,False,~>0.1.0,519.0
124,8889,Dub,atmosphere_gm,210,0.0.8,55,simple_matrix,Dub,runtime,False,~>0.3.1,529.0
125,8890,Dub,atmosphere_gm,210,0.0.8,55,bessel,Dub,runtime,False,~>3.1.3,217.0
126,8891,Dub,atmosphere_gm,210,0.0.8,55,cblas,Dub,runtime,False,~>0.0.4,227.0
127,8892,Dub,atmosphere_gm,210,0.0.8,55,scid,Dub,runtime,False,~>0.1.0,519.0
128,8859,Dub,atmosphere_gm,210,0.0.9,21904,simple_matrix,Dub,runtime,False,~>0.3.1,529.0
129,8860,Dub,atmosphere_gm,210,0.0.9,21904,bessel,Dub,runtime,False,~>3.1.3,217.0
130,8861,Dub,atmosphere_gm,210,0.0.9,21904,cblas,Dub,runtime,False,~>0.0.4,227.0
131,8862,Dub,atmosphere_gm,210,0.0.9,21904,scid,Dub,runtime,False,~>0.1.0+commit.11.gcb46c5a8c09b8c470821fc8d831db9d4a8d7b457,519.0
132,370805,Dub,atmosphere_gm,210,0.1.0,2479679,simple_matrix,Dub,runtime,False,~>0.3.1,529.0
133,370806,Dub,atmosphere_gm,210,0.1.0,2479679,bessel,Dub,runtime,False,~>3.1.3,217.0
134,370807,Dub,atmosphere_gm,210,0.1.0,2479679,cblas,Dub,runtime,False,~>0.0.4,227.0
135,370808,Dub,atmosphere_gm,210,0.1.0,2479679,scid,Dub,runtime,False,~>0.1.0+commit.11.gcb46c5a8c09b8c470821fc8d831db9d4a8d7b457,519.0
136,398674,Dub,atmosphere_gm,210,0.1.1,2481012,simple_matrix,Dub,runtime,False,~>0.3.1,529.0
137,398675,Dub,atmosphere_gm,210,0.1.1,2481012,bessel,Dub,runtime,False,~>3.1.3,217.0
138,398676,Dub,atmosphere_gm,210,0.1.1,2481012,cblas,Dub,runtime,False,~>0.0.4,227.0
139,398677,Dub,atmosphere_gm,210,0.1.1,2481012,scid,Dub,runtime,False,~>0.1.0+commit.11.gcb46c5a8c09b8c470821fc8d831db9d4a8d7b457,519.0
140,4235015,Dub,atmosphere_gm,210,0.1.2,2702797,simple_matrix,Dub,runtime,False,~>0.3.1,529.0
141,4235016,Dub,atmosphere_gm,210,0.1.2,2702797,bessel,Dub,runtime,False,~>3.1.6,217.0
142,4235017,Dub,atmosphere_gm,210,0.1.2,2702797,cblas,Dub,runtime,False,~>0.1.0,227.0
143,4235018,Dub,atmosphere_gm,210,0.1.2,2702797,scid,Dub,runtime,False,~master,519.0
144,5737395,Dub,atmosphere_gm,210,0.1.3,2868919,simple_matrix,Dub,runtime,False,~>0.3.1,529.0
145,5737396,Dub,atmosphere_gm,210,0.1.3,2868919,bessel,Dub,runtime,False,~>3.1.6,217.0
146,5737397,Dub,atmosphere_gm,210,0.1.3,2868919,cblas,Dub,runtime,False,~>0.1.0,227.0
147,5737398,Dub,atmosphere_gm,210,0.1.3,2868919,scid,Dub,runtime,False,~master,519.0
148,5816339,Dub,atmosphere_gm,210,0.1.4,2887325,simple_matrix,Dub,runtime,False,~>0.3.1,529.0
149,5816340,Dub,atmosphere_gm,210,0.1.4,2887325,cblas,Dub,runtime,False,~>0.1.0,227.0
150,5816341,Dub,atmosphere_gm,210,0.1.4,2887325,scid,Dub,runtime,False,~>0.2.0,519.0
151,8894,Dub,aws-d-metadata,212,0.0.1,59,vibe-d,Dub,runtime,False,==0.7.20,579.0
152,8910,Dub,batch-engine,214,0.0.1,64,gl3n,Dub,runtime,False,~master,403.0
153,8911,Dub,batch-engine,214,0.0.1,64,derelict-ft,Dub,runtime,False,~master,288.0
154,8912,Dub,batch-engine,214,0.0.1,64,derelict-fi,Dub,runtime,False,~master,287.0
155,8913,Dub,batch-engine,214,0.0.1,64,derelict-glfw3,Dub,runtime,False,~master,290.0
156,8914,Dub,batch-engine,214,0.0.1,64,derelict-gl3,Dub,runtime,False,~master,289.0
157,8918,Dub,batch-engine,214,0.0.2,65,derelict-glfw3,Dub,runtime,False,~master,290.0
158,8919,Dub,batch-engine,214,0.0.2,65,derelict-gl3,Dub,runtime,False,~master,289.0
159,8915,Dub,batch-engine,214,0.0.2,65,gl3n,Dub,runtime,False,~master,403.0
160,8916,Dub,batch-engine,214,0.0.2,65,derelict-ft,Dub,runtime,False,~master,288.0
161,8917,Dub,batch-engine,214,0.0.2,65,derelict-fi,Dub,runtime,False,~master,287.0
162,8923,Dub,bed,216,0.0.1,70,colorize,Dub,runtime,False,>=0.2.1,233.0
163,8922,Dub,bed,216,0.0.1-a1,69,colorize,Dub,runtime,False,>=0.2.1,233.0
164,8924,Dub,bed,216,0.0.2,71,colorize,Dub,runtime,False,>=0.2.1,233.0
165,8925,Dub,bed,216,0.0.3,72,colorize,Dub,runtime,False,>=0.2.1,233.0
166,8926,Dub,bed,216,0.0.4,73,colorize,Dub,runtime,False,>=1.0.1,233.0
167,8927,Dub,bed,216,0.0.5,74,colorize,Dub,runtime,False,>=1.0.1,233.0
168,13318436,Dub,cairod,223,0.0.1-alpha.2+1.10.2,4525349,x11,Dub,runtime,False,>=1.0.9 <1.1.0,592.0
169,13318437,Dub,cairod,223,0.0.1-alpha.2+1.10.2,4525349,derelict-ft,Dub,runtime,False,>=1.0.2 <1.1.0,288.0
170,14760988,Dub,cairod,223,0.0.1-alpha.3+1.10.2,4742627,derelict-ft,Dub,runtime,False,>=1.0.2 <1.1.0,288.0
171,8928,Dub,carbon,224,1.0.0,2213332,lock-free,Dub,runtime,False,>=0.1.1,455.0
172,491439,Dub,carbon,224,1.0.1,2635057,lock-free,Dub,runtime,False,>=0.1.1,455.0
173,5382528,Dub,carbon,224,1.1.0,2754349,lock-free,Dub,runtime,False,>=0.1.1,455.0
174,5733647,Dub,carbon,224,1.2.0,2867867,lock-free,Dub,runtime,False,>=0.1.1,455.0
175,5951243,Dub,carbon,224,1.3.0,2916310,lock-free,Dub,runtime,False,>=0.1.1,455.0
176,6236550,Dub,carbon,224,1.4.0,2978450,lock-free,Dub,runtime,False,>=0.1.1,455.0
177,6911676,Dub,carbon,224,1.4.1,3038352,lock-free,Dub,runtime,False,>=0.1.1,455.0
178,10207913,Dub,carbon,224,1.5.0,3853427,lock-free,Dub,runtime,False,>=0.1.1,455.0
179,10207912,Dub,carbon,224,1.5.1,3853429,lock-free,Dub,runtime,False,>=0.1.1,455.0
180,10207911,Dub,carbon,224,1.5.2,3853430,lock-free,Dub,runtime,False,>=0.1.1,455.0
181,10207910,Dub,carbon,224,1.5.3,3853432,lock-free,Dub,runtime,False,>=0.1.1,455.0
182,10207909,Dub,carbon,224,1.5.4,3853433,lock-free,Dub,runtime,False,>=0.1.1,455.0
183,10469689,Dub,carbon,224,1.6.0,3895479,lock-free,Dub,runtime,False,>=0.1.1,455.0
184,14048940,Dub,carbon,224,1.7.0,4634177,msgpack-d,Dub,runtime,False,>=1.0.0-beta.2 <1.1.0,475.0
185,14048941,Dub,carbon,224,1.7.0,4634177,lock-free,Dub,runtime,False,>=0.1.1 <0.2.0,455.0
186,8933,Dub,cassandra-d,225,0.0.1,103,vibe-d,Dub,runtime,True,~master,579.0
187,8934,Dub,cassandra-d,225,0.0.2,104,vibe-d,Dub,runtime,True,~>0.7.19,579.0
188,8572906,Dub,cassandra-d,225,0.0.3,3356039,vibe-d,Dub,runtime,True,~>0.7.19,579.0
189,70051282,Dub,cerealed,229,0.6.9,11795910,concepts,Dub,runtime,False,~>0.0.6,2044979.0
190,8940,Dub,clfft,231,0.1.0,130,derelict_extras-opencl,Dub,runtime,False,>=1.2.0,307.0
191,8941,Dub,clfft,231,0.1.1,131,derelict_extras-opencl,Dub,runtime,False,>=1.2.0,307.0
192,8944,Dub,cmsed,232,0.2.0,134,cmsed:base,Dub,runtime,False,~master,
193,8965,Dub,crate-d,237,0.0.1,153,vibe-d,Dub,runtime,False,>=0.7.21-rc.2,579.0
194,8959,Dub,crate-d,237,0.1.0,21910,temple,Dub,runtime,False,>=0.7.3,553.0
195,8960,Dub,crate-d,237,0.1.0,21910,vibe-d,Dub,runtime,False,>=0.7.21,579.0
196,8957,Dub,crate-d,237,0.1.1,21911,temple,Dub,runtime,False,>=0.7.3,553.0
197,8958,Dub,crate-d,237,0.1.1,21911,vibe-d,Dub,runtime,False,>=0.7.21,579.0
198,8951,Dub,crate-d,237,0.1.2,423254,temple,Dub,runtime,False,>=0.7.3,553.0
199,8952,Dub,crate-d,237,0.1.2,423254,vibe-d,Dub,runtime,False,>=0.7.21,579.0
200,8967,Dub,ctini,239,0.1.1,157,pegged,Dub,runtime,False,~master,499.0
201,8968,Dub,ctini,239,0.2.0,158,pegged,Dub,runtime,False,~master,499.0
202,8969,Dub,ctini,239,0.2.1,159,pegged,Dub,runtime,False,~master,499.0
203,6307846,Dub,ctpg,240,3.0.0,2993415,compile-time-unittest,Dub,runtime,False,~>0.0.2,763574.0
204,6307847,Dub,ctpg,240,3.0.0,2993415,selflinoin,Dub,runtime,False,~>0.0.1,767515.0
205,6913160,Dub,ctpg,240,3.0.1,3038622,compile-time-unittest,Dub,runtime,False,~>0.0.2,763574.0
206,6913161,Dub,ctpg,240,3.0.1,3038622,selflinoin,Dub,runtime,False,~>0.0.1,767515.0
207,6913573,Dub,ctpg,240,3.0.2,3038724,compile-time-unittest,Dub,runtime,False,~>0.0.2,763574.0
208,6913574,Dub,ctpg,240,3.0.2,3038724,selflinoin,Dub,runtime,False,~>0.0.1,767515.0
209,8972,Dub,d-leveldb,244,1.16.0,180,leveldb,Dub,runtime,False,>=1.16.0,429.0
210,8973,Dub,dakka,256,0.0.1,221,vibe-d,Dub,runtime,False,>=0.7.20,579.0
211,8974,Dub,dakka,256,0.0.1,221,cerealed,Dub,runtime,False,~master,229.0
212,8980,Dub,dart,257,0.1.1,224,mysql-native,Dub,runtime,False,~>0.1.0,481.0
213,8978,Dub,dart,257,0.1.1,224,dunit,Dub,runtime,False,~>1.0.4,372.0
214,8979,Dub,dart,257,0.1.1,224,vibe-d,Dub,runtime,True,~>0.7.21,579.0
215,8981,Dub,dart,257,0.1.2,225,dunit,Dub,runtime,False,>=1.0.4,372.0
216,8982,Dub,dart,257,0.1.2,225,vibe-d,Dub,runtime,True,>=0.7.21,579.0
217,8983,Dub,dart,257,0.1.2,225,mysql-native,Dub,runtime,False,>=0.1.0,481.0
218,8984,Dub,dart,257,0.2.0,226,dunit,Dub,runtime,False,>=1.0.4,372.0
219,8985,Dub,dart,257,0.2.0,226,vibe-d,Dub,runtime,True,>=0.7.21,579.0
220,8986,Dub,dart,257,0.2.0,226,mysql-native,Dub,runtime,False,>=0.1.0,481.0
221,9252,Dub,dash,258,0.10.0,253,gl3n,Dub,runtime,False,~master,403.0
222,9253,Dub,dash,258,0.10.0,253,x11,Dub,runtime,True,~>1.0,592.0
223,9254,Dub,dash,258,0.10.0,253,derelict-assimp3,Dub,runtime,False,~>1.0,282.0
224,9255,Dub,dash,258,0.10.0,253,msgpack-d,Dub,runtime,False,==0.9.2,475.0
225,9256,Dub,dash,258,0.10.0,253,vibe-d,Dub,runtime,False,==0.7.21-alpha.4,579.0
226,9257,Dub,dash,258,0.10.0,253,derelict-fi,Dub,runtime,False,~>1.0,287.0
227,9258,Dub,dash,258,0.10.0,253,derelict-gl3,Dub,runtime,False,~>1.0,289.0
228,9259,Dub,dash,258,0.10.0,253,dyaml,Dub,runtime,False,~>0.5,374.0
229,9260,Dub,dash,258,0.10.0,253,dlogg,Dub,runtime,False,~>0.3,349.0
230,9237,Dub,dash,258,0.10.0-beta1,251,msgpack-d,Dub,runtime,False,==0.9.2,475.0
231,9238,Dub,dash,258,0.10.0-beta1,251,vibe-d,Dub,runtime,False,==0.7.21-alpha.4,579.0
232,9239,Dub,dash,258,0.10.0-beta1,251,derelict-fi,Dub,runtime,False,~>1.0,287.0
233,9240,Dub,dash,258,0.10.0-beta1,251,derelict-gl3,Dub,runtime,False,~>1.0,289.0
234,9241,Dub,dash,258,0.10.0-beta1,251,dyaml,Dub,runtime,False,~>0.5,374.0
235,9242,Dub,dash,258,0.10.0-beta1,251,dlogg,Dub,runtime,False,~>0.3,349.0
236,9234,Dub,dash,258,0.10.0-beta1,251,gl3n,Dub,runtime,False,~master,403.0
237,9235,Dub,dash,258,0.10.0-beta1,251,x11,Dub,runtime,True,~>1.0,592.0
238,9236,Dub,dash,258,0.10.0-beta1,251,derelict-assimp3,Dub,runtime,False,~>1.0,282.0
239,9243,Dub,dash,258,0.10.0-beta2,252,gl3n,Dub,runtime,False,~master,403.0
240,9244,Dub,dash,258,0.10.0-beta2,252,x11,Dub,runtime,True,~>1.0,592.0
241,9245,Dub,dash,258,0.10.0-beta2,252,derelict-assimp3,Dub,runtime,False,~>1.0,282.0
242,9246,Dub,dash,258,0.10.0-beta2,252,msgpack-d,Dub,runtime,False,==0.9.2,475.0
243,9247,Dub,dash,258,0.10.0-beta2,252,vibe-d,Dub,runtime,False,==0.7.21-alpha.4,579.0
244,9248,Dub,dash,258,0.10.0-beta2,252,derelict-fi,Dub,runtime,False,~>1.0,287.0
245,9249,Dub,dash,258,0.10.0-beta2,252,derelict-gl3,Dub,runtime,False,~>1.0,289.0
246,9250,Dub,dash,258,0.10.0-beta2,252,dyaml,Dub,runtime,False,~>0.5,374.0
247,9251,Dub,dash,258,0.10.0-beta2,252,dlogg,Dub,runtime,False,~>0.3,349.0
248,9363,Dub,dash,258,0.11.0,264,gl3n,Dub,runtime,False,==1.0.0,403.0
249,9364,Dub,dash,258,0.11.0,264,logger,Dub,runtime,False,==0.3.3,457.0
250,9365,Dub,dash,258,0.11.0,264,x11,Dub,runtime,True,~>1.0,592.0
251,9366,Dub,dash,258,0.11.0,264,derelict-assimp3,Dub,runtime,False,~>1.0,282.0
252,9367,Dub,dash,258,0.11.0,264,colorize,Dub,runtime,False,==1.0.5,233.0
253,9368,Dub,dash,258,0.11.0,264,msgpack-d,Dub,runtime,False,==0.9.2,475.0
254,9369,Dub,dash,258,0.11.0,264,vibe-d,Dub,runtime,False,0.7.21-rc.4,579.0
255,9370,Dub,dash,258,0.11.0,264,derelict-fi,Dub,runtime,False,~>1.0,287.0
256,9371,Dub,dash,258,0.11.0,264,derelict-gl3,Dub,runtime,False,~>1.0,289.0
257,9372,Dub,dash,258,0.11.0,264,dyaml,Dub,runtime,False,~>0.5,374.0
